revenue_record_id,transaction_id,booking_date,customer_id,product,booked_amount_usd,revenue_category,mismatch_type
REV000602,TX000616,2024-04-23,CUST0477,subscription_monthly,261.03,Recurring Revenue,amount_mismatch
REV000603,TX000617,2024-04-23,CUST0450,subscription_annual,2107.35,Recurring Revenue,matched
REV000604,TX000618,2024-04-23,CUST0040,subscription_monthly,251.57,Recurring Revenue,matched
REV000605,TX000619,2024-04-23,CUST0038,transaction_fee,60.15,Transaction Revenue,matched
REV000606,TX000620,2024-04-24,CUST0048,professional_services,1203.43,Services Revenue,matched
REV000607,TX000621,2024-04-24,CUST0183,subscription_monthly,228.25,Recurring Revenue,matched
REV000608,TX000622,2024-04-24,CUST0075,transaction_fee,54.71,Transaction Revenue,matched
REV000609,TX000623,2024-04-24,CUST0209,subscription_monthly,210.24,Recurring Revenue,matched
REV000610,TX000624,2024-04-25,CUST0183,subscription_annual,1020.74,Recurring Revenue,matched
REV000611,TX000625,2024-04-25,CUST0435,subscription_annual,509.32,Recurring Revenue,matched
REV000612,TX000626,2024-04-25,CUST0107,professional_services,4966.62,Services Revenue,matched
REV000613,TX000627,2024-04-25,CUST0188,transaction_fee,24.27,Transaction Revenue,matched
REV000614,TX000628,2024-04-26,CUST0264,subscription_monthly,295.87,Recurring Revenue,matched
REV000615,TX000629,2024-04-26,CUST0086,subscription_monthly,292.87,Recurring Revenue,matched
REV000616,TX000630,2024-04-26,CUST0324,subscription_monthly,243.33,Recurring Revenue,matched
REV000617,TX000631,2024-04-26,CUST0331,subscription_monthly,207.04,Recurring Revenue,matched
REV000618,TX000632,2024-04-26,CUST0456,subscription_monthly,185.01,Recurring Revenue,matched
REV000619,TX000633,2024-04-26,CUST0137,api_usage,433.72,Usage Revenue,matched
REV000620,TX000635,2024-04-27,CUST0386,subscription_annual,1552.74,Recurring Revenue,matched
REV000621,TX000636,2024-04-27,CUST0336,subscription_monthly,196.24,Recurring Revenue,matched
REV000622,TX000637,2024-04-27,CUST0095,api_usage,208.54,Usage Revenue,matched
REV000623,TX000638,2024-04-27,CUST0326,transaction_fee,64.7,Transaction Revenue,matched
REV000624,TX000639,2024-04-27,CUST0245,subscription_monthly,118.18,Recurring Revenue,matched
REV000625,TX000640,2024-04-27,CUST0469,transaction_fee,85.07,Transaction Revenue,matched
REV000626,TX000641,2024-04-27,CUST0090,subscription_annual,2586.55,Recurring Revenue,matched
REV000627,TX000642,2024-04-28,CUST0059,subscription_monthly,83.41,Recurring Revenue,matched
REV000628,TX000643,2024-04-28,CUST0403,subscription_annual,2812.97,Recurring Revenue,matched
REV000629,TX000644,2024-04-28,CUST0028,subscription_annual,2150.54,Recurring Revenue,matched
REV000630,TX000645,2024-04-28,CUST0072,subscription_monthly,251.28,Recurring Revenue,matched
REV000631,TX000646,2024-04-29,CUST0270,api_usage,280.31,Usage Revenue,matched
REV000632,TX000647,2024-04-29,CUST0024,transaction_fee,117.15,Transaction Revenue,matched
REV000633,TX000648,2024-04-29,CUST0112,transaction_fee,3.41,Transaction Revenue,matched
REV000634,TX000649,2024-04-29,CUST0300,subscription_annual,2499.63,Recurring Revenue,matched
REV000635,TX000650,2024-04-29,CUST0485,subscription_annual,398.37,Recurring Revenue,matched
REV000636,TX000651,2024-04-29,CUST0056,transaction_fee,133.6,Transaction Revenue,matched
REV000637,TX000652,2024-04-29,CUST0474,subscription_annual,2968.3,Recurring Revenue,matched
REV000638,TX000653,2024-04-30,CUST0223,subscription_monthly,108.4,Recurring Revenue,matched
REV000639,TX000654,2024-04-30,CUST0120,subscription_annual,857.86,Recurring Revenue,matched
REV000640,TX000655,2024-04-30,CUST0179,transaction_fee,115.04,Transaction Revenue,matched
REV000641,TX000656,2024-05-01,CUST0288,subscription_annual,973.17,Recurring Revenue,matched
REV000642,TX000657,2024-05-01,CUST0434,subscription_monthly,262.7,Recurring Revenue,matched
REV000643,TX000658,2024-05-01,CUST0425,transaction_fee,16.32,Transaction Revenue,matched
REV000644,TX000659,2024-05-01,CUST0450,subscription_monthly,63.01,Recurring Revenue,matched
REV000645,TX000660,2024-05-01,CUST0281,subscription_monthly,293.37,Recurring Revenue,matched
REV000646,TX000661,2024-05-01,CUST0372,subscription_monthly,210.94,Recurring Revenue,matched
REV000647,TX000662,2024-05-01,CUST0492,subscription_monthly,257.66,Recurring Revenue,matched
REV000648,TX000663,2024-05-01,CUST0189,transaction_fee,49.33,Transaction Revenue,matched
REV000649,TX000664,2024-05-01,CUST0066,subscription_annual,2116.51,Recurring Revenue,matched
REV000650,TX000666,2024-05-02,CUST0449,api_usage,303.56,Usage Revenue,matched
REV000651,TX000667,2024-05-02,CUST0420,api_usage,342.85,Usage Revenue,matched
REV000652,TX000668,2024-05-02,CUST0249,api_usage,289.8,Usage Revenue,matched
REV000653,TX000669,2024-05-03,CUST0076,subscription_monthly,144.85,Recurring Revenue,matched
REV000654,TX000670,2024-05-03,CUST0137,subscription_annual,1034.99,Recurring Revenue,matched
REV000655,TX000671,2024-05-03,CUST0164,professional_services,4096.72,Services Revenue,amount_mismatch
REV000656,TX000672,2024-05-04,CUST0233,transaction_fee,34.71,Transaction Revenue,matched
REV000657,TX000673,2024-05-04,CUST0255,subscription_monthly,215.94,Recurring Revenue,matched
REV000658,TX000674,2024-05-04,CUST0476,subscription_monthly,92.0,Recurring Revenue,matched
REV000659,TX000675,2024-05-05,CUST0294,subscription_annual,1978.39,Recurring Revenue,matched
REV000660,TX000676,2024-05-05,CUST0417,api_usage,374.8,Usage Revenue,matched
REV000661,TX000677,2024-05-05,CUST0170,subscription_annual,880.53,Recurring Revenue,matched
REV000662,TX000678,2024-05-05,CUST0317,subscription_annual,451.85,Recurring Revenue,matched
REV000663,TX000679,2024-05-05,CUST0174,subscription_monthly,64.36,Recurring Revenue,matched
REV000664,TX000680,2024-05-05,CUST0470,transaction_fee,91.29,Transaction Revenue,matched
REV000665,TX000681,2024-05-06,CUST0345,transaction_fee,127.57,Transaction Revenue,matched
REV000666,TX000682,2024-05-22,CUST0445,subscription_monthly,41.15,Recurring Revenue,period_shift
REV000667,TX000683,2024-05-06,CUST0018,transaction_fee,110.39,Transaction Revenue,matched
REV000668,TX000684,2024-05-06,CUST0070,professional_services,2035.93,Services Revenue,matched
REV000669,TX000685,2024-05-06,CUST0338,subscription_monthly,158.2,Recurring Revenue,matched
REV000670,TX000686,2024-05-07,CUST0116,subscription_annual,2797.92,Recurring Revenue,matched
REV000671,TX000687,2024-05-07,CUST0080,subscription_monthly,118.63,Recurring Revenue,matched
REV000672,TX000689,2024-05-07,CUST0176,subscription_annual,326.94,Recurring Revenue,matched
REV000673,TX000690,2024-05-07,CUST0456,transaction_fee,13.16,Transaction Revenue,matched
REV000674,TX000691,2024-05-07,CUST0269,transaction_fee,39.53,Transaction Revenue,matched
REV000675,TX000692,2024-05-07,CUST0119,subscription_monthly,36.52,Recurring Revenue,matched
REV000676,TX000693,2024-05-08,CUST0299,api_usage,317.53,Usage Revenue,matched
REV000677,TX000694,2024-05-08,CUST0188,subscription_annual,1441.28,Recurring Revenue,matched
REV000678,TX000695,2024-05-08,CUST0057,subscription_monthly,177.0,Recurring Revenue,matched
REV000679,TX000697,2024-05-09,CUST0017,transaction_fee,45.09,Transaction Revenue,matched
REV000680,TX000699,2024-05-09,CUST0288,api_usage,482.82,Usage Revenue,matched
REV000681,TX000700,2024-05-09,CUST0406,api_usage,29.96,Usage Revenue,matched
REV000682,TX000701,2024-05-09,CUST0055,subscription_monthly,269.4,Recurring Revenue,matched
REV000683,TX000702,2024-05-09,CUST0499,professional_services,3095.97,Services Revenue,matched
REV000684,TX000703,2024-05-09,CUST0441,subscription_monthly,181.26,Recurring Revenue,matched
REV000685,TX000704,2024-05-10,CUST0269,subscription_monthly,164.08,Recurring Revenue,matched
REV000686,TX000705,2024-05-10,CUST0303,subscription_monthly,47.74,Recurring Revenue,matched
REV000687,TX000706,2024-05-10,CUST0087,api_usage,49.49,Usage Revenue,matched
REV000688,TX000707,2024-05-10,CUST0318,transaction_fee,90.54,Transaction Revenue,matched
REV000689,TX000708,2024-05-10,CUST0438,subscription_monthly,121.06,Recurring Revenue,matched
REV000690,TX000709,2024-05-10,CUST0029,subscription_annual,2766.62,Recurring Revenue,matched
REV000691,TX000710,2024-05-10,CUST0022,transaction_fee,61.58,Transaction Revenue,matched
REV000692,TX000711,2024-05-10,CUST0321,subscription_monthly,67.69,Recurring Revenue,matched
REV000693,TX000712,2024-05-10,CUST0285,api_usage,358.79,Usage Revenue,matched
REV000694,TX000713,2024-05-11,CUST0048,transaction_fee,44.71,Transaction Revenue,matched
REV000695,TX000714,2024-05-11,CUST0005,subscription_annual,1708.77,Recurring Revenue,matched
REV000696,TX000715,2024-05-11,CUST0250,professional_services,3640.25,Services Revenue,matched
REV000697,TX000716,2024-05-12,CUST0163,subscription_annual,2720.71,Recurring Revenue,matched
REV000698,TX000717,2024-05-12,CUST0202,professional_services,4064.86,Services Revenue,matched
REV000699,TX000718,2024-05-12,CUST0467,transaction_fee,101.78,Transaction Revenue,matched
REV000700,TX000719,2024-06-01,CUST0101,transaction_fee,102.27,Transaction Revenue,period_shift
REV000701,TX000720,2024-05-12,CUST0071,subscription_monthly,284.4,Recurring Revenue,matched
REV000702,TX000721,2024-05-12,CUST0430,api_usage,151.43,Usage Revenue,matched
REV000703,TX000722,2024-05-12,CUST0163,subscription_annual,293.0,Recurring Revenue,matched
REV000704,TX000723,2024-05-12,CUST0173,subscription_monthly,102.43,Recurring Revenue,matched
REV000705,TX000724,2024-05-13,CUST0141,subscription_monthly,87.83,Recurring Revenue,matched
REV000706,TX000725,2024-05-13,CUST0138,subscription_annual,2076.95,Recurring Revenue,matched
REV000707,TX000726,2024-05-13,CUST0066,subscription_annual,2001.02,Recurring Revenue,matched
REV000708,TX000727,2024-05-13,CUST0198,transaction_fee,89.43,Transaction Revenue,matched
REV000709,TX000728,2024-05-13,CUST0328,api_usage,13.04,Usage Revenue,matched
REV000710,TX000729,2024-05-13,CUST0228,subscription_monthly,225.77,Recurring Revenue,matched
REV000711,TX000730,2024-05-13,CUST0281,transaction_fee,49.21,Transaction Revenue,matched
REV000712,TX000731,2024-05-14,CUST0172,subscription_monthly,208.57,Recurring Revenue,matched
REV000713,TX000732,2024-05-14,CUST0316,api_usage,280.51,Usage Revenue,matched
REV000714,TX000733,2024-05-14,CUST0431,transaction_fee,52.07,Transaction Revenue,matched
REV000715,TX000734,2024-05-15,CUST0040,subscription_annual,647.94,Recurring Revenue,amount_mismatch
REV000716,TX000735,2024-05-15,CUST0007,transaction_fee,15.07,Transaction Revenue,matched
REV000717,TX000736,2024-05-15,CUST0174,subscription_monthly,253.51,Recurring Revenue,matched
REV000718,TX000737,2024-05-15,CUST0151,subscription_annual,2769.67,Recurring Revenue,matched
REV000719,TX000738,2024-05-16,CUST0211,transaction_fee,97.82,Transaction Revenue,matched
REV000720,TX000739,2024-05-16,CUST0302,subscription_annual,569.27,Recurring Revenue,matched
REV000721,TX000740,2024-05-16,CUST0086,subscription_monthly,137.55,Recurring Revenue,matched
REV000722,TX000741,2024-05-16,CUST0397,subscription_annual,2258.14,Recurring Revenue,matched
REV000723,TX000742,2024-05-16,CUST0253,transaction_fee,117.19,Transaction Revenue,matched
REV000724,TX000743,2024-05-16,CUST0021,subscription_monthly,60.92,Recurring Revenue,matched
REV000725,TX000744,2024-05-17,CUST0257,subscription_monthly,29.01,Recurring Revenue,matched
REV000726,TX000745,2024-05-17,CUST0379,transaction_fee,107.11,Transaction Revenue,matched
REV000727,TX000746,2024-05-18,CUST0403,transaction_fee,54.13,Transaction Revenue,duplicate
REV000728,TX000746,2024-05-20,CUST0403,transaction_fee,54.13,Transaction Revenue,duplicate
REV000729,TX000747,2024-05-18,CUST0381,subscription_monthly,97.71,Recurring Revenue,matched
REV000730,TX000748,2024-06-22,CUST0444,subscription_monthly,32.48,Recurring Revenue,period_shift
REV000731,TX000749,2024-05-19,CUST0033,subscription_monthly,174.88,Recurring Revenue,matched
REV000732,TX000750,2024-05-19,CUST0260,subscription_monthly,258.81,Recurring Revenue,matched
REV000733,TX000751,2024-05-20,CUST0234,subscription_annual,2875.61,Recurring Revenue,matched
REV000734,TX000752,2024-05-20,CUST0003,transaction_fee,85.3,Transaction Revenue,matched
REV000735,TX000753,2024-05-20,CUST0347,transaction_fee,77.65,Transaction Revenue,matched
REV000736,TX000754,2024-05-20,CUST0308,transaction_fee,13.67,Transaction Revenue,matched
REV000737,TX000755,2024-05-20,CUST0489,subscription_monthly,177.2,Recurring Revenue,matched
REV000738,TX000756,2024-05-21,CUST0227,transaction_fee,57.62,Transaction Revenue,matched
REV000739,TX000757,2024-05-21,CUST0284,subscription_annual,1929.27,Recurring Revenue,matched
REV000740,TX000758,2024-05-21,CUST0070,professional_services,2249.27,Services Revenue,matched
REV000741,TX000759,2024-05-22,CUST0454,transaction_fee,36.8,Transaction Revenue,matched
REV000742,TX000760,2024-05-22,CUST0439,subscription_monthly,54.64,Recurring Revenue,matched
REV000743,TX000761,2024-05-22,CUST0313,transaction_fee,47.92,Transaction Revenue,matched
REV000744,TX000762,2024-05-22,CUST0364,subscription_monthly,55.09,Recurring Revenue,matched
REV000745,TX000763,2024-05-22,CUST0471,transaction_fee,27.0,Transaction Revenue,amount_mismatch
REV000746,TX000764,2024-05-22,CUST0254,subscription_monthly,295.58,Recurring Revenue,matched
REV000747,TX000765,2024-05-23,CUST0481,subscription_monthly,148.91,Recurring Revenue,matched
REV000748,TX000766,2024-05-23,CUST0144,api_usage,268.28,Usage Revenue,matched
REV000749,TX000767,2024-05-23,CUST0024,subscription_monthly,264.88,Recurring Revenue,matched
REV000750,TX000768,2024-05-23,CUST0453,transaction_fee,149.34,Transaction Revenue,matched
REV000751,TX000769,2024-05-23,CUST0425,subscription_monthly,186.33,Recurring Revenue,matched
REV000752,TX000770,2024-05-23,CUST0234,transaction_fee,122.06,Transaction Revenue,matched
REV000753,TX000771,2024-05-23,CUST0333,transaction_fee,51.31,Transaction Revenue,amount_mismatch
REV000754,TX000772,2024-05-23,CUST0175,subscription_annual,1115.51,Recurring Revenue,matched
REV000755,TX000773,2024-05-24,CUST0332,subscription_monthly,137.73,Recurring Revenue,matched
REV000756,TX000774,2024-05-24,CUST0325,subscription_monthly,210.58,Recurring Revenue,matched
REV000757,TX000775,2024-05-24,CUST0357,subscription_monthly,213.19,Recurring Revenue,matched
REV000758,TX000776,2024-05-24,CUST0159,subscription_monthly,114.11,Recurring Revenue,matched
REV000759,TX000777,2024-05-24,CUST0348,transaction_fee,20.85,Transaction Revenue,matched
REV000760,TX000778,2024-05-24,CUST0348,api_usage,318.04,Usage Revenue,matched
REV000761,TX000779,2024-05-24,CUST0286,api_usage,68.52,Usage Revenue,matched
REV000762,TX000780,2024-05-24,CUST0018,transaction_fee,87.2,Transaction Revenue,matched
REV000763,TX000781,2024-05-24,CUST0044,transaction_fee,104.32,Transaction Revenue,matched
REV000764,TX000782,2024-05-25,CUST0155,transaction_fee,105.39,Transaction Revenue,matched
REV000765,TX000783,2024-05-25,CUST0355,subscription_monthly,232.44,Recurring Revenue,matched
REV000766,TX000784,2024-05-25,CUST0410,api_usage,437.07,Usage Revenue,matched
REV000767,TX000785,2024-05-25,CUST0377,transaction_fee,75.49,Transaction Revenue,matched
REV000768,TX000786,2024-05-25,CUST0231,subscription_annual,2261.67,Recurring Revenue,matched
REV000769,TX000787,2024-05-26,CUST0497,subscription_monthly,196.18,Recurring Revenue,matched
REV000770,TX000788,2024-05-26,CUST0371,subscription_annual,793.93,Recurring Revenue,matched
REV000771,TX000789,2024-05-26,CUST0316,subscription_annual,359.36,Recurring Revenue,matched
REV000772,TX000790,2024-05-26,CUST0402,api_usage,145.85,Usage Revenue,matched
REV000773,TX000791,2024-05-26,CUST0225,subscription_annual,1486.19,Recurring Revenue,matched
REV000774,TX000792,2024-05-26,CUST0217,subscription_monthly,195.62,Recurring Revenue,matched
REV000775,TX000793,2024-05-26,CUST0056,professional_services,4324.82,Services Revenue,matched
REV000776,TX000794,2024-05-26,CUST0031,subscription_monthly,81.99,Recurring Revenue,matched
REV000777,TX000795,2024-05-26,CUST0357,subscription_annual,628.98,Recurring Revenue,matched
REV000778,TX000796,2024-05-26,CUST0059,subscription_monthly,289.14,Recurring Revenue,matched
REV000779,TX000797,2024-05-27,CUST0380,transaction_fee,17.1,Transaction Revenue,matched
REV000780,TX000798,2024-05-27,CUST0386,api_usage,241.85,Usage Revenue,matched
REV000781,TX000799,2024-05-27,CUST0353,subscription_monthly,187.1,Recurring Revenue,matched
REV000782,TX000800,2024-06-26,CUST0423,api_usage,272.98,Usage Revenue,period_shift
REV000783,TX000801,2024-05-27,CUST0445,subscription_monthly,52.23,Recurring Revenue,matched
REV000784,TX000802,2024-05-27,CUST0235,api_usage,33.23,Usage Revenue,matched
REV000785,TX000803,2024-05-27,CUST0107,transaction_fee,16.72,Transaction Revenue,matched
REV000786,TX000804,2024-05-27,CUST0191,transaction_fee,88.25,Transaction Revenue,matched
REV000787,TX000805,2024-05-28,CUST0480,subscription_monthly,175.97,Recurring Revenue,matched
REV000788,TX000807,2024-05-28,CUST0401,transaction_fee,96.03,Transaction Revenue,matched
REV000789,TX000808,2024-05-28,CUST0226,subscription_monthly,250.42,Recurring Revenue,matched
REV000790,TX000809,2024-05-29,CUST0167,transaction_fee,7.2,Transaction Revenue,matched
REV000791,TX000810,2024-05-29,CUST0071,subscription_monthly,163.5,Recurring Revenue,matched
REV000792,TX000812,2024-05-29,CUST0054,subscription_monthly,97.12,Recurring Revenue,matched
REV000793,TX000813,2024-05-29,CUST0245,transaction_fee,46.86,Transaction Revenue,matched
REV000794,TX000814,2024-05-30,CUST0483,subscription_annual,1946.82,Recurring Revenue,matched
REV000795,TX000815,2024-05-30,CUST0350,subscription_monthly,271.44,Recurring Revenue,matched
REV000796,TX000816,2024-05-30,CUST0076,subscription_monthly,247.68,Recurring Revenue,matched
REV000797,TX000817,2024-05-30,CUST0035,subscription_monthly,186.45,Recurring Revenue,matched
REV000798,TX000818,2024-05-30,CUST0267,subscription_annual,2261.6,Recurring Revenue,matched
REV000799,TX000819,2024-05-30,CUST0317,subscription_monthly,127.5,Recurring Revenue,matched
REV000800,TX000820,2024-05-31,CUST0300,subscription_annual,2020.61,Recurring Revenue,matched
REV000801,TX000821,2024-05-31,CUST0121,subscription_monthly,154.87,Recurring Revenue,matched
REV000802,TX000822,2024-05-31,CUST0324,subscription_monthly,80.28,Recurring Revenue,matched
REV000803,TX000823,2024-05-31,CUST0025,transaction_fee,105.56,Transaction Revenue,matched
REV000804,TX000824,2024-05-31,CUST0432,subscription_monthly,179.25,Recurring Revenue,matched
REV000805,TX000826,2024-05-31,CUST0084,api_usage,456.11,Usage Revenue,matched
REV000806,TX000827,2024-05-31,CUST0114,transaction_fee,4.12,Transaction Revenue,matched
REV000807,TX000828,2024-05-31,CUST0223,subscription_annual,1142.59,Recurring Revenue,matched
REV000808,TX000829,2024-05-31,CUST0388,api_usage,33.16,Usage Revenue,matched
REV000809,TX000830,2024-06-01,CUST0166,subscription_monthly,235.96,Recurring Revenue,matched
REV000810,TX000831,2024-06-01,CUST0191,subscription_monthly,218.57,Recurring Revenue,matched
REV000811,TX000832,2024-06-01,CUST0175,subscription_monthly,118.47,Recurring Revenue,matched
REV000812,TX000833,2024-06-01,CUST0001,transaction_fee,101.67,Transaction Revenue,matched
REV000813,TX000834,2024-06-01,CUST0387,subscription_monthly,135.9,Recurring Revenue,matched
REV000814,TX000835,2024-06-01,CUST0229,subscription_annual,2331.89,Recurring Revenue,matched
REV000815,TX000836,2024-06-01,CUST0086,professional_services,2543.83,Services Revenue,matched
REV000816,TX000837,2024-06-02,CUST0062,api_usage,209.08,Usage Revenue,matched
REV000817,TX000838,2024-06-02,CUST0320,subscription_annual,2813.77,Recurring Revenue,matched
REV000818,TX000839,2024-06-02,CUST0401,subscription_monthly,96.74,Recurring Revenue,matched
REV000819,TX000840,2024-06-02,CUST0382,transaction_fee,18.95,Transaction Revenue,matched
REV000820,TX000841,2024-06-02,CUST0206,subscription_annual,1868.27,Recurring Revenue,matched
REV000821,TX000842,2024-06-02,CUST0105,subscription_monthly,290.72,Recurring Revenue,matched
REV000822,TX000843,2024-06-02,CUST0318,subscription_monthly,131.02,Recurring Revenue,matched
REV000823,TX000844,2024-06-02,CUST0291,api_usage,35.71,Usage Revenue,matched
REV000824,TX000845,2024-06-03,CUST0250,transaction_fee,52.13,Transaction Revenue,amount_mismatch
REV000825,TX000846,2024-06-03,CUST0013,transaction_fee,76.38,Transaction Revenue,matched
REV000826,TX000847,2024-06-03,CUST0163,api_usage,85.15,Usage Revenue,matched
REV000827,TX000848,2024-06-03,CUST0043,subscription_annual,2066.88,Recurring Revenue,matched
REV000828,TX000849,2024-06-04,CUST0386,subscription_annual,2983.92,Recurring Revenue,matched
REV000829,TX000850,2024-06-04,CUST0440,subscription_annual,1509.7,Recurring Revenue,matched
REV000830,TX000851,2024-06-05,CUST0111,subscription_monthly,124.78,Recurring Revenue,matched
REV000831,TX000852,2024-06-05,CUST0205,subscription_annual,1371.9,Recurring Revenue,matched
REV000832,TX000853,2024-06-05,CUST0384,transaction_fee,18.16,Transaction Revenue,matched
REV000833,TX000854,2024-06-05,CUST0256,transaction_fee,132.61,Transaction Revenue,matched
REV000834,TX000855,2024-06-05,CUST0307,api_usage,210.34,Usage Revenue,matched
REV000835,TX000856,2024-06-05,CUST0438,subscription_annual,1335.64,Recurring Revenue,matched
REV000836,TX000857,2024-06-06,CUST0144,transaction_fee,99.29,Transaction Revenue,matched
REV000837,TX000858,2024-06-06,CUST0146,transaction_fee,66.86,Transaction Revenue,matched
REV000838,TX000859,2024-06-06,CUST0391,subscription_annual,2040.23,Recurring Revenue,matched
REV000839,TX000860,2024-06-06,CUST0301,transaction_fee,10.16,Transaction Revenue,matched
REV000840,TX000861,2024-06-06,CUST0164,subscription_monthly,248.71,Recurring Revenue,matched
REV000841,TX000862,2024-06-06,CUST0169,subscription_annual,2829.36,Recurring Revenue,matched
REV000842,TX000863,2024-06-06,CUST0478,subscription_monthly,204.17,Recurring Revenue,matched
REV000843,TX000864,2024-06-07,CUST0298,subscription_monthly,286.73,Recurring Revenue,matched
REV000844,TX000865,2024-06-07,CUST0233,subscription_annual,698.87,Recurring Revenue,matched
REV000845,TX000866,2024-06-07,CUST0391,transaction_fee,72.14,Transaction Revenue,matched
REV000846,TX000867,2024-06-18,CUST0271,professional_services,3208.13,Services Revenue,period_shift
REV000847,TX000868,2024-06-08,CUST0060,transaction_fee,87.68,Transaction Revenue,matched
REV000848,TX000869,2024-06-08,CUST0296,transaction_fee,60.82,Transaction Revenue,matched
REV000849,TX000870,2024-06-08,CUST0467,subscription_annual,1202.83,Recurring Revenue,matched
REV000850,TX000871,2024-06-08,CUST0235,transaction_fee,19.9,Transaction Revenue,matched
REV000851,TX000872,2024-06-08,CUST0165,subscription_monthly,134.77,Recurring Revenue,matched
REV000852,TX000873,2024-06-08,CUST0194,subscription_monthly,72.92,Recurring Revenue,matched
REV000853,TX000874,2024-06-08,CUST0234,subscription_monthly,227.28,Recurring Revenue,matched
REV000854,TX000875,2024-06-08,CUST0368,subscription_annual,853.84,Recurring Revenue,matched
REV000855,TX000876,2024-06-08,CUST0183,subscription_monthly,44.81,Recurring Revenue,matched
REV000856,TX000877,2024-06-09,CUST0333,subscription_monthly,178.14,Recurring Revenue,matched
REV000857,TX000878,2024-06-09,CUST0232,subscription_monthly,189.71,Recurring Revenue,matched
REV000858,TX000879,2024-06-09,CUST0361,professional_services,4423.61,Services Revenue,matched
REV000859,TX000880,2024-06-09,CUST0491,subscription_monthly,184.79,Recurring Revenue,matched
REV000860,TX000881,2024-06-09,CUST0107,subscription_annual,1222.8,Recurring Revenue,matched
REV000861,TX000882,2024-06-09,CUST0378,subscription_monthly,245.81,Recurring Revenue,matched
REV000862,TX000883,2024-06-09,CUST0223,transaction_fee,81.5,Transaction Revenue,matched
REV000863,TX000884,2024-06-09,CUST0080,subscription_monthly,50.41,Recurring Revenue,matched
REV000864,TX000885,2024-06-09,CUST0234,subscription_monthly,181.78,Recurring Revenue,matched
REV000865,TX000886,2024-06-10,CUST0381,subscription_annual,2741.65,Recurring Revenue,matched
REV000866,TX000887,2024-06-10,CUST0184,subscription_monthly,136.0,Recurring Revenue,matched
REV000867,TX000888,2024-06-10,CUST0428,subscription_monthly,109.01,Recurring Revenue,matched
REV000868,TX000889,2024-06-10,CUST0185,subscription_monthly,67.74,Recurring Revenue,matched
REV000869,TX000890,2024-06-11,CUST0134,subscription_monthly,69.89,Recurring Revenue,matched
REV000870,TX000891,2024-06-11,CUST0220,subscription_monthly,145.85,Recurring Revenue,matched
REV000871,TX000892,2024-06-11,CUST0288,subscription_monthly,189.83,Recurring Revenue,matched
REV000872,TX000893,2024-06-11,CUST0364,transaction_fee,13.01,Transaction Revenue,matched
REV000873,TX000894,2024-06-11,CUST0202,subscription_annual,2826.84,Recurring Revenue,matched
REV000874,TX000895,2024-06-11,CUST0370,subscription_annual,2328.86,Recurring Revenue,matched
REV000875,TX000896,2024-06-11,CUST0146,subscription_monthly,187.39,Recurring Revenue,matched
REV000876,TX000897,2024-06-12,CUST0324,api_usage,415.08,Usage Revenue,matched
REV000877,TX000898,2024-06-12,CUST0127,subscription_monthly,50.65,Recurring Revenue,matched
REV000878,TX000899,2024-06-12,CUST0457,subscription_monthly,157.75,Recurring Revenue,matched
REV000879,TX000900,2024-06-12,CUST0135,transaction_fee,94.88,Transaction Revenue,matched
REV000880,TX000901,2024-06-12,CUST0114,subscription_monthly,252.74,Recurring Revenue,matched
REV000881,TX000902,2024-06-12,CUST0264,subscription_monthly,240.54,Recurring Revenue,matched
REV000882,TX000903,2024-06-13,CUST0064,subscription_annual,1038.09,Recurring Revenue,matched
REV000883,TX000904,2024-06-13,CUST0491,api_usage,470.74,Usage Revenue,matched
REV000884,TX000905,2024-06-13,CUST0135,subscription_annual,645.86,Recurring Revenue,amount_mismatch
REV000885,TX000906,2024-06-13,CUST0041,transaction_fee,131.39,Transaction Revenue,matched
REV000886,TX000907,2024-06-13,CUST0296,professional_services,4869.23,Services Revenue,matched
REV000887,TX000908,2024-06-13,CUST0003,subscription_monthly,76.83,Recurring Revenue,duplicate
REV000888,TX000908,2024-06-15,CUST0003,subscription_monthly,76.83,Recurring Revenue,duplicate
REV000889,TX000909,2024-06-13,CUST0401,subscription_monthly,223.96,Recurring Revenue,matched
REV000890,TX000910,2024-06-14,CUST0194,subscription_monthly,39.88,Recurring Revenue,matched
REV000891,TX000911,2024-06-14,CUST0463,subscription_annual,1384.64,Recurring Revenue,matched
REV000892,TX000912,2024-06-14,CUST0110,subscription_annual,1683.96,Recurring Revenue,matched
REV000893,TX000913,2024-06-14,CUST0221,api_usage,292.42,Usage Revenue,matched
REV000894,TX000914,2024-06-14,CUST0370,transaction_fee,140.45,Transaction Revenue,matched
REV000895,TX000915,2024-06-15,CUST0368,transaction_fee,101.17,Transaction Revenue,matched
REV000896,TX000916,2024-06-15,CUST0436,subscription_monthly,158.95,Recurring Revenue,matched
REV000897,TX000917,2024-06-16,CUST0406,transaction_fee,121.64,Transaction Revenue,matched
REV000898,TX000918,2024-06-16,CUST0004,professional_services,4777.4,Services Revenue,matched
REV000899,TX000919,2024-06-16,CUST0244,transaction_fee,4.29,Transaction Revenue,matched
REV000900,TX000920,2024-06-16,CUST0390,subscription_monthly,294.28,Recurring Revenue,matched
REV000901,TX000921,2024-06-16,CUST0166,transaction_fee,13.83,Transaction Revenue,matched
REV000902,TX000922,2024-06-17,CUST0026,subscription_monthly,248.88,Recurring Revenue,matched
